"city","site","raccoon","coyote","rabbit","opossum","skunk","redfox","graysquirrel","foxsquirrel","J","site_code","year"
"maks","800-2-17",3,15,1,7,6,0,0,0,31,"maks-800-2",2017
"maks","801-2-17",2,1,0,3,0,0,0,0,31,"maks-801-2",2017
"maks","802-2-17",1,5,0,0,0,0,0,0,31,"maks-802-2",2017
"maks","803-2-17",0,3,3,0,0,0,0,0,31,"maks-803-2",2017
"maks","804-2-17",0,0,3,0,0,0,0,0,31,"maks-804-2",2017
"maks","805-2-17",1,7,7,0,0,0,0,0,31,"maks-805-2",2017
"maks","806-2-17",18,1,1,6,5,0,0,0,31,"maks-806-2",2017
"maks","807-2-17",2,0,0,1,0,0,0,0,31,"maks-807-2",2017
"maks","808-2-17",0,2,0,0,0,0,0,0,34,"maks-808-2",2017
"maks","809-2-17",0,0,0,0,0,0,0,0,34,"maks-809-2",2017
"maks","810-2-17",7,2,1,0,0,0,0,0,34,"maks-810-2",2017
"maks","811-2-17",1,0,0,0,0,0,0,1,34,"maks-811-2",2017
"maks","812-2-17",0,0,0,0,0,0,0,0,34,"maks-812-2",2017
"maks","813-2-17",0,0,0,0,0,0,0,0,34,"maks-813-2",2017
"maks","814-2-17",0,0,10,4,0,6,0,0,34,"maks-814-2",2017
"maks","815-2-17",16,5,0,4,3,0,0,0,16,"maks-815-2",2017
"maks","816-2-17",0,0,0,0,0,0,0,0,14,"maks-816-2",2017
"maks","817-2-17",11,0,14,5,0,1,0,5,31,"maks-817-2",2017
"maks","818-2-17",13,0,0,3,0,0,0,1,31,"maks-818-2",2017
"maks","819-2-17",4,0,17,0,5,1,0,14,31,"maks-819-2",2017
"maks","820-2-17",17,2,6,22,1,0,0,0,31,"maks-820-2",2017
"maks","821-2-17",3,0,0,5,2,0,0,12,31,"maks-821-2",2017
"maks","822-2-17",3,1,4,5,0,0,0,9,31,"maks-822-2",2017
"maks","823-2-17",0,0,0,0,0,0,0,0,31,"maks-823-2",2017
"maks","824-2-17",5,0,3,6,1,0,0,3,31,"maks-824-2",2017
"maks","825-2-17",1,0,0,1,0,0,0,0,31,"maks-825-2",2017
"mawi","2-2-17",1,0,0,0,0,0,0,0,33,"mawi-2-2",2017
"mawi","3-2-17",17,0,1,19,1,0,2,0,33,"mawi-3-2",2017
"mawi","4-2-17",2,3,6,7,0,0,1,0,33,"mawi-4-2",2017
"mawi","5-2-17",0,4,0,0,0,0,0,0,33,"mawi-5-2",2017
"mawi","6-2-17",0,0,0,0,0,0,0,0,33,"mawi-6-2",2017
"mawi","7-2-17",0,0,0,0,0,0,0,0,33,"mawi-7-2",2017
"mawi","8-2-17",3,0,7,2,0,0,0,0,33,"mawi-8-2",2017
"mawi","9-2-17",1,0,0,0,0,0,1,0,33,"mawi-9-2",2017
"mawi","10-2-17",2,0,19,8,0,0,6,0,33,"mawi-10-2",2017
"mawi","11-2-17",0,0,3,2,0,0,1,0,33,"mawi-11-2",2017
"mawi","12-2-17",1,0,0,0,0,0,0,0,33,"mawi-12-2",2017
"mawi","13-2-17",6,0,32,0,0,0,20,0,33,"mawi-13-2",2017
"mawi","14-2-17",0,0,4,0,0,0,0,0,38,"mawi-14-2",2017
"mawi","15-2-17",0,0,4,0,0,0,22,0,39,"mawi-15-2",2017
"mawi","16-2-17",1,0,9,1,0,0,0,0,23,"mawi-16-2",2017
"mawi","17-2-17",0,0,0,0,0,0,0,0,33,"mawi-17-2",2017
"mawi","18-2-17",0,0,9,2,0,0,0,0,38,"mawi-18-2",2017
"mawi","20-2-17",0,0,1,1,0,0,5,0,22,"mawi-20-2",2017
"mawi","21-2-17",0,1,0,10,0,1,19,0,38,"mawi-21-2",2017
"mawi","22-2-17",0,1,0,0,0,0,0,0,38,"mawi-22-2",2017
"mawi","23-2-17",0,1,0,0,0,2,0,0,38,"mawi-23-2",2017
"mawi","24-2-17",0,0,13,0,0,0,6,0,38,"mawi-24-2",2017
"mawi","25-2-17",5,0,2,7,0,0,9,0,38,"mawi-25-2",2017
"mawi","10-2-18",0,0,0,1,1,0,0,0,36,"mawi-10-2",2018
"mawi","11-2-18",1,0,0,0,32,0,3,0,35,"mawi-11-2",2018
"mawi","12-2-18",0,0,0,0,15,0,0,0,35,"mawi-12-2",2018
"mawi","13-2-18",4,0,0,0,7,0,6,0,35,"mawi-13-2",2018
"mawi","14-2-18",0,0,0,0,1,0,0,0,34,"mawi-14-2",2018
"mawi","15-2-18",0,0,0,1,13,0,11,0,34,"mawi-15-2",2018
"mawi","16-2-18",0,0,0,1,12,0,1,0,34,"mawi-16-2",2018
"mawi","17-2-18",0,0,0,2,1,0,0,0,34,"mawi-17-2",2018
"mawi","18-2-18",7,0,0,0,0,0,0,0,34,"mawi-18-2",2018
"mawi","19-2-18",0,0,0,0,0,0,0,0,34,"mawi-19-2",2018
"mawi","2-2-18",3,0,0,0,0,0,0,0,35,"mawi-2-2",2018
"mawi","20-2-18",0,0,0,5,1,0,1,0,34,"mawi-20-2",2018
"mawi","21-2-18",1,0,0,8,0,0,11,0,33,"mawi-21-2",2018
"mawi","22-2-18",0,0,0,0,0,0,0,0,26,"mawi-22-2",2018
"mawi","23-2-18",0,0,0,0,0,0,0,0,34,"mawi-23-2",2018
"mawi","24-2-18",1,0,0,2,0,0,2,0,34,"mawi-24-2",2018
"mawi","25-2-18",5,1,0,4,1,0,12,0,34,"mawi-25-2",2018
"mawi","3-2-18",31,2,0,8,4,0,18,0,35,"mawi-3-2",2018
"mawi","4-2-18",5,0,0,2,11,0,4,0,19,"mawi-4-2",2018
"mawi","5-2-18",1,1,0,0,1,0,2,0,35,"mawi-5-2",2018
"mawi","6-2-18",0,0,0,0,0,0,0,0,35,"mawi-6-2",2018
"mawi","7-2-18",0,0,0,1,0,0,0,0,20,"mawi-7-2",2018
"mawi","8-2-18",2,0,0,0,1,0,6,0,35,"mawi-8-2",2018
"mawi","9-2-18",1,0,0,0,10,0,1,0,16,"mawi-9-2",2018
"wide","1-2-18",19,0,0,0,1,1,0,0,30,"wide-1-2",2018
"wide","11-2-18",25,0,0,0,0,7,21,0,28,"wide-11-2",2018
"wide","12-2-18",11,0,1,1,0,0,1,0,29,"wide-12-2",2018
"wide","13-2-18",9,0,3,2,0,1,1,0,28,"wide-13-2",2018
"wide","14-2-18",0,0,0,0,0,0,0,0,29,"wide-14-2",2018
"wide","15-2-18",0,0,0,0,0,0,0,0,28,"wide-15-2",2018
"wide","16-2-18",10,0,0,7,0,7,1,0,27,"wide-16-2",2018
"wide","18-2-18",4,0,2,0,1,15,0,0,18,"wide-18-2",2018
"wide","19-2-18",3,0,0,1,0,3,4,0,30,"wide-19-2",2018
"wide","2-2-18",1,0,0,1,0,2,8,0,27,"wide-2-2",2018
"wide","20-2-18",3,0,2,6,2,1,18,0,30,"wide-20-2",2018
"wide","21-2-18",14,0,2,11,0,6,5,0,30,"wide-21-2",2018
"wide","22-2-18",2,0,0,0,0,3,3,0,28,"wide-22-2",2018
"wide","23-2-18",5,0,0,0,0,2,5,0,30,"wide-23-2",2018
"wide","24-2-18",5,0,0,9,0,1,2,0,30,"wide-24-2",2018
"wide","25-2-18",0,0,0,0,0,1,2,0,30,"wide-25-2",2018
"wide","26-2-18",9,0,1,3,0,7,18,0,30,"wide-26-2",2018
"wide","27-2-18",7,0,0,2,0,1,5,0,30,"wide-27-2",2018
"wide","28-2-18",4,0,0,5,0,2,2,0,30,"wide-28-2",2018
"wide","29-2-18",4,0,0,0,0,0,0,0,28,"wide-29-2",2018
"wide","3-2-18",10,0,0,0,0,1,4,0,30,"wide-3-2",2018
"wide","30-2-18",2,0,0,0,0,1,3,0,29,"wide-30-2",2018
"wide","4-2-18",9,0,1,3,0,13,8,0,30,"wide-4-2",2018
"wide","5-2-18",1,0,1,1,0,3,0,0,27,"wide-5-2",2018
"wide","6-2-18",2,0,0,1,0,1,5,0,30,"wide-6-2",2018
"wide","7-2-18",0,0,0,0,0,2,1,0,30,"wide-7-2",2018
"wide","8-2-18",8,0,0,0,0,1,12,0,28,"wide-8-2",2018
"wide","9-2-18",3,0,0,2,0,0,16,0,28,"wide-9-2",2018
